Setcode,"Card Name ""JP (EN)""",Image,Type,Rarity,Color,LIFE/HP,Tags,Text
hBP03-020,"獅白ぼたん
(Shishiro Botan)",,1st holomem,R,Green,110,"#JP #Gen 5
#Kemomimi #Shooter","Bloom Effect: SSSSR
Send the top card of your cheer deck to your back <Shishiro Botan>.

Arts: I came by shopping cart
Cost: 1 green, 1 any color
Power: 50"
hBP03-021,"獅白ぼたん
(Shishiro Botan)",,2nd holomem,RR,Green,190,"#JP #Gen 5
#Kemomimi #Shooter","Bloom Effect: Shishiro Botan will do something about it
You may send 1 cheer each from your archive to 1~2 of your back holomem with #Shooter.

Arts: God Aim
Cost: 1 green, 2 any color
Power: 110, +50 vs blue
If your Oshi holomem is <Shishiro Botan>, you may archive 1 cheer from your back holomem:Deal 40 Special Damage to your opponent's center holomem or collab holomem."
hBP03-022,"アキ・ローゼンタール
(Aki Rosenthal)",,1st Buzz holomem,R,Green,250,"#JP #Gen 1 #Half-Elf
#Alcohol","Gift: Appearance of another world
[Center position or collab position only]Usable at the start of your opponent's Performance Phase:During this turn, you take no Life Damage from your opponent's abilities.

Arts: Passionate belly dancer
Cost: 2 green
Power: 50
If your Oshi holomem is <Aki Rosenthal>, restore 10 HP to all of your holomem with a tool attached.

Extra: If this holomem is downed, you get Life-2"
hBP03-023,"兎田ぺこら
(Usada Pekora)",,1st Buzz holomem,R,Green,230,"#JP #Gen 3
#Kemomimi","Collab Effect: You guys
You may roll a dice once:If it is even, reveal 1 fan from your deck, and add it to hand. Then, shuffle the deck.

Arts: Cardsuru peko
Cost: 1 green, 2 any color
Power: 80+
If you have rolled a dice this turn as part of any <Usada Pekora>'s ability, this Arts gets +40.

Extra: If this holomem is downed, you get Life-2"
hBP03-024,"風真いろは
(Kazama Iroha)",,2nd holomem,RR,Green,200,#JP #holoX,"Bloom Effect: Kazama Protects
You may send 1 cheer each from your archive to 1 of your <Kazama Iroha> and 1 of your <Hoshimachi Suisei>.

Arts: Kazama Attacks
Cost: 1 green, 3 any color
Power: 100+, +50 vs white
If 2 or more non-green cheers are attached to this holomem, this Arts gets +50."
hBP03-025,"さくらみこ
(Sakura Miko)",,Debut holomem,C,Red,100,#JP #Gen 0 #Baby,"Arts: Nyahallo
Cost: 1 any color
Power: 30

Extra: You may include any number of this holomem in the deck"
hBP03-026,"さくらみこ
(Sakura Miko)",,Debut holomem,U,Red,80,#JP #Gen 0 #Baby,"Collab Effect: Meet up with you
You may roll a dice once:If it is 2, 4, or 6, deal 10 Special Damage to your opponent's center holomem. If it is 3 or 5, draw 1 card from your deck, and deal 10 Special Damage to your opponent's center holomem.

Arts: Cherry blossom season
Cost: 1 red, 1 any color
Power: 30"
hBP03-027,"さくらみこ
(Sakura Miko)",,1st holomem,C,Red,150,#JP #Gen 0 #Baby,"Arts: Elite swimsuit
Cost: 1 any color
Power: 40

Arts: Chubby-ko
Cost: 1 red, 1 any color
Power: 60"
hBP03-028,"さくらみこ
(Sakura Miko)",,1st holomem,U,Red,130,#JP #Gen 0 #Baby,"Arts: I'm asking for your support
Cost: 1 any color
Power: 30

Arts: Mikopi! (`・ω・´)🌸
Cost: 1 red, 1 any color
Power: 50
You may roll a dice once:If it is 2, 4, or 6, deal 20 Special Damage to your opponent's center holomem. If it is 3 or 5, deal 20 Special Damage to your opponent's center holomem and collab holomem."
hBP03-029,"さくらみこ
(Sakura Miko)",,1st holomem,R,Red,130,#JP #Gen 0 #Baby,"Bloom Effect: Nye
Reveal 1 35P from your deck, and add it to hand. Then, shuffle the deck.

Arts: Commemorative photo with 35P
Cost: 1 red, 1 any color
Power: 30+
If a <35P> is attached to this holomem, this Arts gets +30."
hBP03-030,"さくらみこ
(Sakura Miko)",,2nd holomem,RR,Red,200,#JP #Gen 0 #Baby,"Gift: Elite Gambling
[Center position only][1/Turn]During your Main Phase, if a <35P> is attached to this holomem, you may roll a dice once:If it is 3 or 5, during this turn this holomem gets Arts+50.

Arts: Elite Shrine Maiden
Cost: 1 red, 2 any color
Power: 120+, +50 vs green
This Arts gets +20 for each <35P> attached to this holomem."
hBP03-031,"赤井はあと
(Akai Haato)",,Debut holomem,C,Red,100,#JP #Gen 1 #Cooking,"Arts: Oha-rouge!
Cost: 1 any color
Power: 30

Extra: You may include any number of this holomem in the deck"
hBP03-032,"赤井はあと
(Akai Haato)",,1st holomem,C,Red,170,#JP #Gen 1 #Cooking,"Arts: Otsu-rouge!
Cost: 1 Red, 1 any color
Power: 60"
hBP03-033,"赤井はあと
(Akai Haato)",,1st holomem,U,Red,120,#JP #Gen 1 #Cooking,"Bloom Effect: I'll go with all my might!
Deal 10 Special Damage to your opponent's center holomem. If a tool is attached to that holomem, deal 30 Special Damage instead.

Arts: Haachamachama!
Cost: 1 any color
Power: 40"
hBP03-034,"赤井はあと
(Akai Haato)",,1st Buzz holomem,RR,Red,240,#JP #Gen 1 #Cooking,"Bloom Effect: There's another Haato
You may return 1 [1st holomem or 2nd holomem] other than Buzz with #Gen 1 from your archive to hand.

Arts: Red or Rouge
Cost: 1 red, 1 any color
Power: 40+
You may roll a dice once:If it is odd, deal 20 Special Damage to your opponent's center holomem and collab holomem. If it is even, this Arts gets +40.

Extra: If this holomem is downed, you get Life-2"
hBP03-035,"鷹嶺ルイ
(Takane Lui)",,1st Buzz holomem,R,Red,240,"#JP #holoX #Bird
#Alcohol","Arts: challenger
Cost: 1 red, 1 any color
Power: 50
If your Oshi holomem is <Takane Lui>, you may archive 2 cards from your hand:Draw 3 cards from your deck.

Extra: If this holomem is downed, you get Life-2"
hBP03-036,"小鳥遊キアラ
(Takanashi Kiara)",,1st holomem,R,Red,140,#EN #Myth #Bird,"Bloom Effect: Happy Time
You may reveal 1~4 <Takanashi Kiara> from your deck and archive them. Then, shuffle the deck.

Arts: Steel Wings
Cost: 1 red, 1 any color
Power: 50"
hBP03-037,"モココ・アビスガード
(Mococo Abyssgard)",,Debut holomem,C,Red,80,"#EN #Advent
#Kemomimi","Arts: I'm not Fuwawa, I'm Mococo
Cost: 1 any color
Power: 20
If your center holomem is <Fuwawa Abyssgard>, this Arts can be used with no cheer requirement.

Extra: You may include any number of this holomem in the deck"
hBP03-038,"モココ・アビスガード
(Mococo Abyssgard)",,1st holomem,C,Red,130,"#EN #Advent
#Kemomimi","Bloom Effect: It's play time!
If Bloomed from Debut, you may reveal 1 1st <Fuwawa Abyssgard> from your deck, and add it to hand. Then, shuffle the deck.

Arts: Cooking donuts with Mococo
Cost: 1 any color
Power: 30"
hBP03-039,"モココ・アビスガード
(Mococo Abyssgard)",,1st Buzz holomem,R,Red,240,"#EN #Advent
#Kemomimi","Gift: Rambunctious demonic guard dog
During your Reset Phase, if your center holomem is <Fuwawa Abyssgard>, this holomem is not rested when moving from the collab position to the back position.

Arts: The Fuzzy One
Cost: 1 red, 1 blue
Power: 50+
[Collab position only]If your center holomem is <Fuwawa Abyssgard>, this Arts gets +30.

Extra: If this holomem is downed, you get Life-2"
hBP03-040,"フワワ・アビスガード
(Fuwawa Abyssgard)",,Debut holomem,C,Blue,100,"#EN #Advent
#Kemomimi","Arts: I'm not a chihuahua, I'm Fuwawa!
Cost: 1 any color
Power: 30

Extra: You may include any number of this holomem in the deck"
hBP03-041,"フワワ・アビスガード
(Fuwawa Abyssgard)",,1st holomem,C,Blue,160,"#EN #Advent
#Kemomimi","Arts: Sisterly demonic guard dog
Cost: 1 any color
Power: 40

Arts: The Fluffy One
Cost: 1 blue, 1 any color
Power: 60"
hBP03-042,"フワワ・アビスガード
(Fuwawa Abyssgard)",,1st holomem,U,Blue,140,"#EN #Advent
#Kemomimi","Bloom Effect: Fuwa Flower Water
If there is a <Mococo Abyssgard> on your stage, deal 20 Special Damage to your opponent's center holomem or 1 of their back holomem. However, your opponent's Life does not reduce even if downed.

Arts: A walk in the forest with Fuwawa
Cost: 2 any color
Power: 50"
hBP03-043,"フワワ・アビスガード
(Fuwawa Abyssgard)",,2nd holomem,RR,Blue,190,"#EN #Advent
#Kemomimi","Arts: I love donuts
Cost: 1 blue
Power: 60, +50 vs purple

Arts: Shall we eat together?
Cost: 1 blue, 1 red, 1 any color
Power: 100, +50 vs purple
[Center position only]If your Oshi holomem is <FUWAMOCO>, you may reattach 1 cheer from this holomem to your <Mococo Abyssgard>:Deal 50 Special Damage to your opponent's center holomem."
hBP03-044,"星街すいせい
(Hoshimachi Suisei)",,1st holomem,R,Blue,150,#JP #Gen 0 #Singing,"Bloom Effect: Planet Stage
Look at the top 4 cards of your deck. Reveal 1 <Hoshimachi Suisei> from among them, and add it to hand. Then, return the remaining cards to the bottom of the deck in any order.

Arts: Virtual Ghost
Cost: 1 blue, 1 any color
Power: 40
If your Oshi holomem is <Hoshimachi Suisei>, you may reattach 1 blue cheer from this holomem to your back <Hoshimachi Suisei>."
hBP03-045,"こぼ・かなえる
(Kobo Kanaeru)",,1st Buzz holomem,R,Blue,230,#ID #ID Gen 3,"Bloom Effect: Blue Rain
You may archive 1 cheer from your holomem with #ID:Deal 30 Special Damage among your opponent's back holomem, divided as you choose in units of 10 Damage. However, your opponent's Life does not reduce even if downed.

Arts: Full of energy!
Cost: 1 blue, 1 any color
Power: 40+
This Arts gets +10 for each of your opponent's damaged back holomem.

Extra: If this holomem is downed, you get Life-2"
hBP03-046,"火威青
(Hiodoshi Ao)",,Debut holomem,C,Blue,100,"#DEV_IS #ReGLOSS
#Painting","Arts: Did you mistake me for some cutesy girl?
Cost: 1 any color
Power: 10

Arts: Too bad! It was me, Ao-kun!
Cost: 2 any color
Power: 40

Extra: You may include any number of this holomem in the deck"
hBP03-047,"火威青
(Hiodoshi Ao)",,1st holomem,C,Blue,170,"#DEV_IS #ReGLOSS
#Painting","Arts: After the afternoon tea date...
Cost: 1 blue, 1 any color
Power: 60"
hBP03-048,"火威青
(Hiodoshi Ao)",,1st holomem,U,Blue,130,"#DEV_IS #ReGLOSS
#Painting","Arts: I'm cool, right?
Cost: 1 any color
Power: 30

Arts: ReGLOSS's resident tomboy
Cost: 2 any color
Power: 40
You may reattach 1 cheer from this holomem to your back holomem with #ReGLOSS."
hBP03-049,"火威青
(Hiodoshi Ao)",,1st Buzz holomem,R,Blue,230,"#DEV_IS #ReGLOSS
#Painting","Bloom Effect: Troubled Princesses
If your center holomem has #ReGLOSS, reveal 1 cheer from your cheer deck with the same color as that holomem, and send it to your holomem with #ReGLOSS. Then, shuffle the cheer deck.

Arts: Leave it to this ikemen
Cost: 1 blue, 2 any color
Power: 50
Deal 10 Special Damage for each of your differently-named back holomem with #ReGLOSS to your opponent's center holomem or 1 of their back holomem.

Extra: If this holomem is downed, you get Life-2"
hBP03-050,FUWAMOCO,,1st holomem,R,Red/Blue,150,"#EN #Advent
#Kemomimi","Arts: Demon Guard Dog Sisters
Cost: 2 any color
Power: 40
Reveal 1 [red cheer or blue cheer] from your cheer deck, and send it to your holomem with #Advent. Then, shuffle the cheer deck.

Arts: Together we're FUWAMOCO
Cost: 1 blue, 1 red
Power: 60

Extra: This holomem is also regarded as <Fuwawa Abyssgard> <Mococo Abyssgard>"
hBP03-051,"常闇トワ
(Tokoyami Towa)",,Debut holomem,C,Purple,110,"#JP #Gen 4 #Singing
#Shooter","Arts: Konyappi
Cost: 1 any color
Power: 30

Extra: You may include any number of this holomem in the deck"
hBP03-052,"常闇トワ
(Tokoyami Towa)",,Debut holomem,U,Purple,80,"#JP #Gen 4 #Singing
#Shooter","Arts: That's what it feels like
Cost: 1 purple
Power: 20
Deal 10 Special Damage to your opponent's center holomem. Then, if your Oshi holomem is <Tokoyami Towa>, archive 1 tool attached to your opponent's [center holomem or collab holomem]."
hBP03-053,"常闇トワ
(Tokoyami Towa)",,1st holomem,C,Purple,170,"#JP #Gen 4 #Singing
#Shooter","Arts: Otsuyappi
Cost: 1 any color
Power: 30

Arts: kyurin
Cost: 1 purple, 1 any color
Power: 60"
hBP03-054,"常闇トワ
(Tokoyami Towa)",,1st holomem,U,Purple,140,"#JP #Gen 4 #Singing
#Shooter","Collab Effect: A color that only Towa can make
Deal 20 Special Damage to your opponent's center holomem or collab holomem.

Arts: It's going to be a big explosion!
Cost: 1 any color
Power: 30
You may archive 4 purple cheers from this holomem:Return 1 cheer from your opponent's holomem to the bottom of their cheer deck."
hBP03-055,"常闇トワ
(Tokoyami Towa)",,1st holomem,R,Purple,130,"#JP #Gen 4 #Singing
#Shooter","Arts: A home date with Towa is okay too
Cost: 1 purple
Power: 40

Arts: 10Q
Cost: 1 purple, 1 any color
Power: 50
If any of your back holomem have #Singing, deal 20 Special Damage to your opponent's collab holomem."
hBP03-056,"常闇トワ
(Tokoyami Towa)",,2nd holomem,RR,Purple,190,"#JP #Gen 4 #Singing
#Shooter","Arts: Break the stereotypes that bind me
Cost: 1 purple
Power: 30, +50 vs yellow
Deal 30 Special Damage to your opponent's center holomem or collab holomem.

Arts: Break your xxx
Cost: 2 purple, 1 any color
Power: 80, +50 vs yellow
Deal 20 Special Damage for each of your back holomem with #Singing to your opponent's center holomem or collab holomem. However, only up to 4 holomem are counted."
hBP03-057,"ロボ子さん
(Robocosan)",,Debut holomem,C,Purple,100,#JP #Gen 0 #Shooter,"Arts: Hellobo!
Cost: 1 any color
Power: 30

Extra: You may include any number of this holomem in the deck"
hBP03-058,"ロボ子さん
(Robocosan)",,1st holomem,C,Purple,170,#JP #Gen 0 #Shooter,"Arts: Otsurobo
Cost: 1 any color
Power: 30

Arts: Lovely girlfriend
Cost: 1 purple, 1 any color
Power: 60"
hBP03-059,"ロボ子さん
(Robocosan)",,1st holomem,U,Purple,130,#JP #Gen 0 #Shooter,"Bloom Effect: People say I'm really PON
Look at the top 3 cards of your deck. Reveal 1 holomem with #Gen 0 from among them, and add it to hand. Then, return the remaining cards to the bottom of the deck in any order.

Arts: Well, that's how much I'll make you smile!
Cost: 1 any color
Power: 40"
hBP03-060,"ロボ子さん
(Robocosan)",,2nd holomem,R,Purple,200,#JP #Gen 0 #Shooter,"Arts: Self proclaimed [High Spec]
Cost: 1 any color
Power: 70+, +50 vs green
If your opponent has 7 or more cheers on their stage, this Arts gets +70."
hBP03-061,"戌神ころね
(Inugami Korone)",,Debut holomem,C,Yellow,120,"#JP #Gamers
#Kemomimi","Arts: Oayo
Cost: 1 any color
Power: 20

Arts: Yubi yubi
Cost: 3 any color
Power: 60

Extra: You may include any number of this holomem in the deck"
hBP03-062,"戌神ころね
(Inugami Korone)",,Debut holomem,U,Yellow,100,"#JP #Gamers
#Kemomimi","Collab Effect: Korone Diner
You may archive 1 cheer from this holomem:Reveal 1 Debut holomem with #Gamers from your deck, and add it to hand. Then, shuffle the deck.

Arts: Here is your order
Cost: 1 yellow
Power: 30"
hBP03-063,"戌神ころね
(Inugami Korone)",,1st holomem,C,Yellow,200,"#JP #Gamers
#Kemomimi","Arts: Otsukoro
Cost: 1 yellow
Power: 30"
hBP03-064,"戌神ころね
(Inugami Korone)",,1st holomem,U,Yellow,160,"#JP #Gamers
#Kemomimi","Arts: BRAAAAAAHH!!!!!!!!!!!!!!!
Cost: 1 yellow, 1 any color
Power: 40+
This Arts gets +10 for each Life you have less than your starting Life.

Arts: Hi-ya!
Cost: 3 any color
Power: 70"
hBP03-065,"戌神ころね
(Inugami Korone)",,1st holomem,R,Yellow,150,"#JP #Gamers
#Kemomimi","Gift: Boxing Style
[Collab position only]During your opponent's Main Phase, if your center holomem is <Inugami Korone>, that holomem's HP cannot be changed or reduced by your opponent's abilities.

Arts: Orayo!
Cost: 2 any color
Power: 30
Send the top card of your cheer deck to your holomem with #Gamers."
hBP03-066,"戌神ころね
(Inugami Korone)",,2nd holomem,RR,Yellow,210,"#JP #Gamers
#Kemomimi","Gift: Wan-derful♡
If this holomem is downed, send the top card of your cheer deck to your <Inugami Korone>.

Arts: The worst natural disaster
Cost: 2 yellow, 1 any color
Power: 120+, +50 vs white
If the target of this Arts is your opponent's 2nd holomem, you may archive 1 1st holomem stacked to this one:This Arts gets +50."
